,Index,ID,Date,Country,Disease,Update,Month,Year,Deaths,Pathogens,Disease_Scientific_Name,Vaccination,Lethality,Transmission_Medium,Minimum_Incubation,Maximum_Incubation,Host_for_Parasite,Source,Age_Group,Symptoms
2919,2892,937,2003-05-30,Mongolia,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2920,2893,938,2003-05-30,New Zealand,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2921,2894,939,2003-05-30,Philippines,SARS,Yes,5,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2922,2895,940,2003-05-30,Republic of Ireland,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2923,2896,941,2003-05-30,Republic of Korea,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2924,2897,942,2003-05-30,Romania,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2925,2898,943,2003-05-30,Singapore,SARS,Yes,5,2003,31,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2926,2899,944,2003-05-30,South Africa,SARS,Yes,5,2003,1,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2927,2900,945,2003-05-30,Spain,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2928,2901,946,2003-05-30,Sweden,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2929,2902,947,2003-05-30,Switzerland,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2930,2903,948,2003-05-30,Thailand,SARS,Yes,5,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2931,2904,949,2003-05-30,United Kingdom,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2932,2905,950,2003-05-30,United States,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2933,2906,951,2003-05-30,Viet Nam,SARS,Yes,5,2003,5,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2934,2907,952,2003-05-31,Brazil,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2935,2908,953,2003-05-31,Canada,SARS,Yes,5,2003,30,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2936,2909,954,2003-05-31,China,SARS,Yes,5,2003,332,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2937,2910,955,2003-05-31,"Hong Kong SAR, China",SARS,Yes,5,2003,278,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2938,2911,956,2003-05-31,"Macao SAR, China",SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2939,2912,957,2003-05-31,"Taiwan, China",SARS,Yes,5,2003,81,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2940,2913,958,2003-05-31,Colombia,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2941,2914,959,2003-05-31,Finland,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2942,2915,960,2003-05-31,France,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2943,2916,961,2003-05-31,Germany,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2944,2917,962,2003-05-31,India,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2945,2918,963,2003-05-31,Indonesia,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2946,2919,964,2003-05-31,Italy,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2947,2920,965,2003-05-31,Kuwait,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2948,2921,966,2003-05-31,Malaysia,SARS,Yes,5,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2949,2922,967,2003-05-31,Mongolia,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2950,2923,968,2003-05-31,New Zealand,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2951,2924,969,2003-05-31,Philippines,SARS,Yes,5,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2952,2925,970,2003-05-31,Republic of Ireland,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2953,2926,971,2003-05-31,Republic of Korea,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2954,2927,972,2003-05-31,Romania,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2955,2928,973,2003-05-31,Russian Federation,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2956,2929,974,2003-05-31,Singapore,SARS,Yes,5,2003,31,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2957,2930,975,2003-05-31,South Africa,SARS,Yes,5,2003,1,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2958,2931,976,2003-05-31,Spain,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2959,2932,977,2003-05-31,Sweden,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2960,2933,978,2003-05-31,Switzerland,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2961,2934,979,2003-05-31,Thailand,SARS,Yes,5,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2962,2935,980,2003-05-31,United Kingdom,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2963,2936,981,2003-05-31,United States,SARS,Yes,5,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2964,2937,982,2003-05-31,Viet Nam,SARS,Yes,5,2003,5,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2965,2938,983,2003-06-02,Brazil,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2966,2939,984,2003-06-02,Canada,SARS,Yes,6,2003,30,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2967,2940,985,2003-06-02,China,SARS,Yes,6,2003,334,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2968,2941,986,2003-06-02,"Hong Kong SAR, China",SARS,Yes,6,2003,282,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2969,2942,987,2003-06-02,"Macao SAR, China",SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2970,2943,988,2003-06-02,"Taiwan, China",SARS,Yes,6,2003,81,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2971,2944,989,2003-06-02,Colombia,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2972,2945,990,2003-06-02,Finland,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2973,2946,991,2003-06-02,France,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2974,2947,992,2003-06-02,Germany,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2975,2948,993,2003-06-02,India,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2976,2949,994,2003-06-02,Indonesia,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2977,2950,995,2003-06-02,Italy,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2978,2951,996,2003-06-02,Kuwait,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2979,2952,997,2003-06-02,Malaysia,SARS,Yes,6,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2980,2953,998,2003-06-02,Mongolia,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2981,2954,999,2003-06-02,New Zealand,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2982,2955,1000,2003-06-02,Philippines,SARS,Yes,6,2003,2,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
2983,2956,1001,2003-06-02,Republic of Ireland,SARS,Yes,6,2003,0,Virus,SARs,0,"Normal, Brutal",person to person cough sneeze aerosol,2.0,7.0,"animal, livestock",zootonic,all,"high fever (temperature greater than 100.4°F [>38.0°C]), headache, an overall feeling of discomfort, and body aches, mild respiratory symptoms at the outset. About 10 percent to 20 percent of patients have diarrhea. After 2 to 7 days, SARS patients may develop a dry cough. Most patients develop pneumonia."
